"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Publisher","Document Type","Publication Stage","Open Access","Source","EID"
"Hayelom A.; Ostfeld A.","Hayelom, Assefa (57773278700); Ostfeld, Avi (7005595203)","57773278700; 7005595203","Network Subsystems for Water Distribution System Optimization","2022","Journal of Water Resources Planning and Management","148","12","06022003","","","","1","10.1061/(ASCE)WR.1943-5452.0001629","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140230357&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001629&partnerID=40&md5=37344b98a9f3f2a9f1bcf8b2a9504c24","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85140230357"
"McCoy A.L.; Pitt J.; Wilson J.K.; Martin S.; Morton J.","McCoy, Amy L. (16744055300); Pitt, Jennifer (35238275200); Wilson, J. Keaton (57225986933); Martin, Season (57200650811); Morton, Julia (57845261400)","16744055300; 35238275200; 57225986933; 57200650811; 57845261400","A Survey of the Bureau of Reclamation's Decree Accounting Reports in the Lower Colorado River Basin","2023","Journal of Water Resources Planning and Management","149","3","04022085","","","","0","10.1061/(ASCE)WR.1943-5452.0001626","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85145171198&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001626&partnerID=40&md5=f3d22d4655ffe54913ae45af228ea371","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85145171198"
"Burkhardt J.B.; Minor J.; Platten W.E.; Shang F.; Murray R.","Burkhardt, Jonathan B. (56710980300); Minor, John (58103494600); Platten, William E. (36473642700); Shang, Feng (7006110163); Murray, Regan (35409986100)","56710980300; 58103494600; 36473642700; 7006110163; 35409986100","Relative Water Age in Premise Plumbing Systems Using an Agent-Based Modeling Framework","2023","Journal of Water Resources Planning and Management","149","4","04023007","","","","0","10.1061/JWRMD5.WRENG-5888","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85148054121&doi=10.1061%2fJWRMD5.WRENG-5888&partnerID=40&md5=0eb237303ab9147e17edca1f74b41090","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85148054121"
"Gong J.; Do N.C.; Lambert M.F.; Stephens M.L.; Cazzolato B.S.","Gong, Jinzhe (58005844000); Do, Nhu C. (55837383300); Lambert, Martin F. (24923543300); Stephens, Mark L. (8706283400); Cazzolato, Benjamin S. (6603538173)","58005844000; 55837383300; 24923543300; 8706283400; 6603538173","Enhancing Pipe-Break Early Warning in Smart Water Networks: Distinguishing Leaks from Water Uses","2023","Journal of Water Resources Planning and Management","149","7","06023003","","","","0","10.1061/JWRMD5.WRENG-6118","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85159647843&doi=10.1061%2fJWRMD5.WRENG-6118&partnerID=40&md5=784ae1644465bc43c7fc5168bd362229","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85159647843"
"Bastidas Pacheco C.J.; Horsburgh J.S.; Attallah N.A.","Bastidas Pacheco, Camilo J. (57217671347); Horsburgh, Jeffery S. (22985191200); Attallah, Nour A. (57207033099)","57217671347; 22985191200; 57207033099","Variability in Consumption and End Uses of Water for Residential Users in Logan and Providence, Utah, US","2023","Journal of Water Resources Planning and Management","149","1","05022014","","","","3","10.1061/(ASCE)WR.1943-5452.0001633","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137413919&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001633&partnerID=40&md5=00b4b9759919a1eab02efad622eac5d7","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85137413919"
"Sowby R.B.; Hotchkiss R.H.","Sowby, Robert B. (56736830000); Hotchkiss, Rollin H. (26642910500)","56736830000; 26642910500","Minimizing Unintended Consequences of Water Resources Decisions","2022","Journal of Water Resources Planning and Management","148","11","02522007","","","","2","10.1061/(ASCE)WR.1943-5452.0001623","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138305929&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001623&partnerID=40&md5=70ed2f444a3b6e433b495ed93e5e7daf","American Society of Civil Engineers (ASCE)","Note","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85138305929"
"Do N.C.; Dix L.; Lambert M.F.; Stephens M.L.","Do, Nhu Cuong (55837383300); Dix, Luke (57219557503); Lambert, Martin Francis (24923543300); Stephens, Mark Leslie (8706283400)","55837383300; 57219557503; 24923543300; 8706283400","Proactive Detection of Wastewater Overflows for Smart Sanitary Sewer Systems: Case Study in South Australia","2023","Journal of Water Resources Planning and Management","149","1","05022016","","","","0","10.1061/JWRMD5.WRENG-5589","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142540659&doi=10.1061%2fJWRMD5.WRENG-5589&partnerID=40&md5=d9c74f498d34be6a86d2661175802d2a","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85142540659"
"Lin C.-Y.; Yang Y.-C.E.; Wi S.","Lin, Chung-Yi (57766072000); Yang, Yi-Chen Ethan (54785392800); Wi, Sungwook (56465578500)","57766072000; 54785392800; 56465578500","HydroCNHS: A Python Package of Hydrological Model for Coupled Natural-Human Systems","2022","Journal of Water Resources Planning and Management","148","12","06022005","","","","0","10.1061/(ASCE)WR.1943-5452.0001630","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139849971&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001630&partnerID=40&md5=88d4b9179a2464d63b482a11940fc04a","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85139849971"
"Saberski E.; Park J.; Hill T.; Stabenau E.; Sugihara G.","Saberski, Erik (57202589864); Park, Joseph (57221126673); Hill, Troy (15765353000); Stabenau, Erik (6603433955); Sugihara, George (7005912152)","57202589864; 57221126673; 15765353000; 6603433955; 7005912152","Improved Prediction of Managed Water Flow into Everglades National Park Using Empirical Dynamic Modeling","2022","Journal of Water Resources Planning and Management","148","12","05022009","","","","0","10.1061/(ASCE)WR.1943-5452.0001598","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138782836&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001598&partnerID=40&md5=0b36c2e2bc10982e7aa0c7ced4b37439","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85138782836"
"Gomes Júnior M.N.; Giacomoni M.H.; Taha A.F.; Mendiondo E.M.","Gomes Júnior, Marcus N. (57218647874); Giacomoni, Marcio H. (35114687100); Taha, Ahmad F. (57203241232); Mendiondo, Eduardo M. (7801402127)","57218647874; 35114687100; 57203241232; 7801402127","Flood Risk Mitigation and Valve Control in Stormwater Systems: State-Space Modeling, Control Algorithms, and Case Studies","2022","Journal of Water Resources Planning and Management","148","12","04022067","","","","2","10.1061/(ASCE)WR.1943-5452.0001588","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139701089&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001588&partnerID=40&md5=abb35a2a19499a626f41f3a09ebdd4a6","American Society of Civil Engineers (ASCE)","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85139701089"
"Liu W.; Guan G.; Tian X.; Cao Z.; Chen X.","Liu, Wangjiayi (57346241700); Guan, Guanghua (8943546300); Tian, Xin (55816681900); Cao, Zijun (55676713900); Chen, Xiaonan (57221568523)","57346241700; 8943546300; 55816681900; 55676713900; 57221568523","Exploiting a Real-Time Self-Correcting Digital Twin Model for the Middle Route of the South-to-North Water Diversion Project of China","2023","Journal of Water Resources Planning and Management","149","7","04023023","","","","0","10.1061/JWRMD5.WRENG-5965","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85156247019&doi=10.1061%2fJWRMD5.WRENG-5965&partnerID=40&md5=08586fdfa6323468148971edc647d11f","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85156247019"
"Wang S.; Chakrabarty A.; Taha A.F.","Wang, Shen (57205621034); Chakrabarty, Ankush (36898321800); Taha, Ahmad F. (57203241232)","57205621034; 36898321800; 57203241232","Data-Driven Identification of Dynamic Quality Models in Drinking Water Networks","2023","Journal of Water Resources Planning and Management","149","4","04023008","","","","0","10.1061/JWRMD5.WRENG-5431","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85148628009&doi=10.1061%2fJWRMD5.WRENG-5431&partnerID=40&md5=08c7e4fcda3123657e85142c6489e50a","American Society of Civil Engineers (ASCE)","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85148628009"
"Berglund E.Z.; Shafiee M.E.; Xing L.; Wen J.","Berglund, Emily Zechman (56394090200); Shafiee, M. Ehsan (36188902500); Xing, Lu (58046124900); Wen, Jason (58046096600)","56394090200; 36188902500; 58046124900; 58046096600","Digital Twins for Water Distribution Systems","2023","Journal of Water Resources Planning and Management","149","3","02523001","","","","1","10.1061/JWRMD5.WRENG-5786","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85145879188&doi=10.1061%2fJWRMD5.WRENG-5786&partnerID=40&md5=732a40110196943c2edc9c6cbe635858","American Society of Civil Engineers (ASCE)","Review","Final","","Scopus","2-s2.0-85145879188"
"Obringer R.; Nateghi R., Ph.d.; Ma Z., Ph.d.; Kumar R., Ph.d.","Obringer, Renee (56966582100); Nateghi, Roshanak (36677968200); Ma, Zhao (36680225400); Kumar, Rohini (57196190454)","56966582100; 36677968200; 36680225400; 57196190454","Improving the Interpretation of Data-Driven Water Consumption Models via the Use of Social Norms","2022","Journal of Water Resources Planning and Management","148","12","04022065-1","","","","0","10.1061/(ASCE)WR.1943-5452.0001611","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139181172&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001611&partnerID=40&md5=7adb0c6a3e327bc93c4c4fd9bbb2f1a0","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85139181172"
"Rodríguez-Martínez C.; Quiñones-Grueiro M.; Llanes-Santiago O.","Rodríguez-Martínez, Claudia (57351485200); Quiñones-Grueiro, Marcos (57188332100); Llanes-Santiago, Orestes (6602930076)","57351485200; 57188332100; 6602930076","Cyberattack Diagnosis in Water Distribution Networks Combining Data-Driven and Structural Analysis Methods","2023","Journal of Water Resources Planning and Management","149","5","04023013","","","","0","10.1061/JWRMD5.WRENG-5302","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149340588&doi=10.1061%2fJWRMD5.WRENG-5302&partnerID=40&md5=75857b7a594f492fbf37cdab50ffff1c","American Society of Civil Engineers (ASCE)","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85149340588"
"Deuerlein J.W.; Elhay S.; Piller O.; Simpson A.R.","Deuerlein, Jochen W. (23972116900); Elhay, Sylvan (6603023411); Piller, Olivier (23091947000); Simpson, Angus R. (7402780493)","23972116900; 6603023411; 23091947000; 7402780493","Modeling Flow and Pressure Control in Water Distribution Systems Using the Nash Equilibrium","2023","Journal of Water Resources Planning and Management","149","6","04023019-1","","","","0","10.1061/JWRMD5.WRENG-5889","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85152018984&doi=10.1061%2fJWRMD5.WRENG-5889&partnerID=40&md5=a34cc2f229a46b7f09bac30be4801782","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85152018984"
"Dalcin A.P.; Brêda J.P.L.F.; Marques G.F.; Tilmant A.; De Paiva R.C.D.; Kubota P.Y.","Dalcin, Ana Paula (57216954780); Brêda, João Paulo Lyra Fialho (57197708435); Marques, Guilherme Fernandes (7006311209); Tilmant, Amaury (15822801300); De Paiva, Rodrigo Cauduro Dias (57728772900); Kubota, Paulo Yoshio (26537690400)","57216954780; 57197708435; 7006311209; 15822801300; 57728772900; 26537690400","The Role of Reservoir Reoperation to Mitigate Climate Change Impacts on Hydropower and Environmental Water Demands","2023","Journal of Water Resources Planning and Management","149","4","04023005","","","","0","10.1061/JWRMD5.WRENG-5810","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147040050&doi=10.1061%2fJWRMD5.WRENG-5810&partnerID=40&md5=da4520c8f4a51e020c76723a65abd1e1","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85147040050"
"Morrison M.; Boyle K.J.; Thomy B.; Burton M.; Xu W.","Morrison, Mark (7201675501); Boyle, Kevin J. (7004966658); Thomy, Buyani (57224572701); Burton, Michael (7202920179); Xu, Weibin (58330509500)","7201675501; 7004966658; 57224572701; 7202920179; 58330509500","Enhancing Urban Stream Values: The Case of the Cooks and Georges River Catchments","2022","Journal of Water Resources Planning and Management","148","11","04022056","","","","0","10.1061/(ASCE)WR.1943-5452.0001577","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137698755&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001577&partnerID=40&md5=aed7d5679c1596d4adf983974299bdce","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85137698755"
"Díaz S.; Boxall J.; Lamarche L.; González J.","Díaz, Sarai (57188870707); Boxall, Joby (7004902724); Lamarche, Louis (6701368785); González, Javier (57193352394)","57188870707; 7004902724; 6701368785; 57193352394","The Impact of Ground Heat Capacity on Drinking Water Temperature","2023","Journal of Water Resources Planning and Management","149","5","04023012","","","","0","10.1061/JWRMD5.WRENG-5869","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149310285&doi=10.1061%2fJWRMD5.WRENG-5869&partnerID=40&md5=b34778e1fb2afc6d79d91a1280a6d006","American Society of Civil Engineers (ASCE)","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85149310285"
"Anari R.; Gaston T.L.; Randle T.J.; Hotchkiss R.H.","Anari, Razieh (57216162027); Gaston, Todd L. (57195421454); Randle, Timothy J. (6603635955); Hotchkiss, Rollin H. (26642910500)","57216162027; 57195421454; 6603635955; 26642910500","New Economic Paradigm for Sustainable Reservoir Sediment Management","2023","Journal of Water Resources Planning and Management","149","2","04022078","","","","0","10.1061/(ASCE)WR.1943-5452.0001614","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142615558&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001614&partnerID=40&md5=cbfe2ad00a0414d6178c33123e2e0f9c","American Society of Civil Engineers (ASCE)","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85142615558"
"Lai C.H.; Zhao J.","Lai, Chee Hui (57208444157); Zhao, Jianshi (7410314498)","57208444157; 7410314498","Decomposing the Institutional Structure of Interstate River Basins Using Institutional Grammar, Institutional Analysis, and Development Framework","2023","Journal of Water Resources Planning and Management","149","7","04023022","","","","0","10.1061/JWRMD5.WRENG-5966","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85154070706&doi=10.1061%2fJWRMD5.WRENG-5966&partnerID=40&md5=3767cdf6368daa848e74c0bd73b0e0e3","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85154070706"
"Jaramillo A.; Saldarriaga J.","Jaramillo, Andres (57773119300); Saldarriaga, Juan (23092053200)","57773119300; 23092053200","Fractal Analysis of the Optimal Hydraulic Gradient Surface in Water Distribution Networks","2023","Journal of Water Resources Planning and Management","149","1","04022074","","","","2","10.1061/(ASCE)WR.1943-5452.0001608","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141767870&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001608&partnerID=40&md5=82278fda83df627394332132ad667834","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85141767870"
"Vasconcelos J.G.; Cabrera E.; Gómez E.; Del Teso R.","Vasconcelos, Jose G. (8892446300); Cabrera, Enrique (7006129633); Gómez, Elena (56825071900); Del Teso, Roberto (57203007994)","8892446300; 7006129633; 56825071900; 57203007994","Optimal Energy Gradient for Pumping Systems Supplying Variable Flow Demands","2022","Journal of Water Resources Planning and Management","148","11","04022052-1","","","","1","10.1061/(ASCE)WR.1943-5452.0001600","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137117164&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001600&partnerID=40&md5=919dcf6b22b976a05199d96257bab3f3","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85137117164"
"Neville J.A.; Emanuel R.E.; Ardón M.; Pavelsky T.","Neville, Justine A. (57385248500); Emanuel, Ryan E. (16244595900); Ardón, Marcelo (12788079100); Pavelsky, Tamlin (6504512777)","57385248500; 16244595900; 12788079100; 6504512777","Location and Design of Flow Control Structures Differentially Influence Salinity Patterns in Small Artificial Drainage Systems","2023","Journal of Water Resources Planning and Management","149","6","05023002","","","","0","10.1061/JWRMD5.WRENG-5840","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150681398&doi=10.1061%2fJWRMD5.WRENG-5840&partnerID=40&md5=e45e0fea86e8f94e440d12128e56fcd9","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85150681398"
"Briceño-León C.X.; Iglesias-Rey P.L.; Martínez-Solano F.J.; Creaco E.","Briceño-León, Christian X. (57222077149); Iglesias-Rey, Pedro L. (15220062200); Martínez-Solano, F. Javier (15220688300); Creaco, Enrico (56037591400)","57222077149; 15220062200; 15220688300; 56037591400","Integrating Demand Variability and Technical, Environmental, and Economic Criteria in Design of Pumping Stations Serving Closed Distribution Networks","2023","Journal of Water Resources Planning and Management","149","3","04023002-1","","","","1","10.1061/JWRMD5.WRENG-5813","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85145881626&doi=10.1061%2fJWRMD5.WRENG-5813&partnerID=40&md5=3c476ce756e2c8145d2e9c5df6a563c6","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85145881626"
"Tiwari S.; Tripathi D.; Yadav B.K.","Tiwari, Shubham (57638382700); Tripathi, Deepak (58294452500); Yadav, Brijesh Kumar (57209494362)","57638382700; 58294452500; 57209494362","Enhanced Performance of Aquifer Storage and Recovery System in Unconfined Saline Aquifer for Different Operational Factors: A Multidimensional Laboratory and Modeling Study","2023","Journal of Water Resources Planning and Management","149","8","04023033","","","","0","10.1061/JWRMD5.WRENG-5912","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160521654&doi=10.1061%2fJWRMD5.WRENG-5912&partnerID=40&md5=b03dd8a58ba8c39ff70e281bd670a347","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85160521654"
"Tian J.; Long Z.; Zhu Z.; Xu G.; Cheng W.","Tian, Junren (57913240300); Long, Zhihong (57220715270); Zhu, Zipeng (57217523560); Xu, Gang (57199046616); Cheng, Weiping (8950053800)","57913240300; 57220715270; 57217523560; 57199046616; 8950053800","Multilevel Partitioning with Multiple Strategies for Complex Water Distribution Network","2022","Journal of Water Resources Planning and Management","148","12","04022064","","","","1","10.1061/(ASCE)WR.1943-5452.0001622","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139135568&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001622&partnerID=40&md5=b1e661e39698dddbebbac14fab2b282b","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85139135568"
"Del Teso R.; Gómez E.; Estruch-Juan E.; Cabrera E.","Del Teso, R. (57203007994); Gómez, E. (56825071900); Estruch-Juan, E. (57205078141); Cabrera, E. (7006129633)","57203007994; 56825071900; 57205078141; 7006129633","Minimum Energy Requirements of Pipeline Pumping","2023","Journal of Water Resources Planning and Management","149","4","06023001","","","","0","10.1061/JWRMD5.WRENG-5656","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146988192&doi=10.1061%2fJWRMD5.WRENG-5656&partnerID=40&md5=2fec74ca99468c0bd024fffdf7ef0254","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85146988192"
"Zhang Y.; Wang Y.; Sun S.; Chen X.","Zhang, Yan (57110004700); Wang, Yujun (58153577900); Sun, Shuwei (58153480900); Chen, Xiaodong (58153512000)","57110004700; 58153577900; 58153480900; 58153512000","Quantifying Interregional Flows of Ecosystem Services to Enhance Water Security in the Yellow River Basin, China","2023","Journal of Water Resources Planning and Management","149","6","04023018","","","","0","10.1061/JWRMD5.WRENG-5891","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150676657&doi=10.1061%2fJWRMD5.WRENG-5891&partnerID=40&md5=55c8437fa2218d8a242b18185028db47","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85150676657"
"Gorelick D.E.; Gold D.F.; Asefa T.; Svrdlin S.; Wang H.; Wanakule N.; Reed P.M.; Characklis G.W.","Gorelick, David E. (57202629628); Gold, David F. (57211800828); Asefa, Tirusew (8404132000); Svrdlin, Sandro (58027857400); Wang, Hui (57218524336); Wanakule, Nisai (56619616000); Reed, Patrick M. (7202010819); Characklis, Gregory W. (6603397589)","57202629628; 57211800828; 8404132000; 58027857400; 57218524336; 56619616000; 7202010819; 6603397589","Water Supply Infrastructure Investments RequireAdaptive Financial Assessment: Evaluation of Coupled Financial and Water Supply Dynamics","2023","Journal of Water Resources Planning and Management","149","3","04022084","","","","1","10.1061/JWRMD5.WRENG-5863","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144598862&doi=10.1061%2fJWRMD5.WRENG-5863&partnerID=40&md5=2e606008a33a5ef4f14ea181dd8068f8","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85144598862"
"Li Y.; Zhang Z.; Kong L.; Lei X.; Zhu J.; Li H.; Wang Y.; Cao R.","Li, Yueqiang (57221273041); Zhang, Zhao (57193280486); Kong, Lingzhong (57194161168); Lei, Xiaohui (15760501200); Zhu, Jie (57205217129); Li, Hanyuan (58284656600); Wang, Yilin (58028340100); Cao, Rong (58284656700)","57221273041; 57193280486; 57194161168; 15760501200; 57205217129; 58284656600; 58028340100; 58284656700","Hydraulic Optimization Control of Cascaded Open Channel under the Emergency Scenario of a Downstream Water Supply Interruption","2023","Journal of Water Resources Planning and Management","149","7","04023029","","","","0","10.1061/JWRMD5.WRENG-5881","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85159961427&doi=10.1061%2fJWRMD5.WRENG-5881&partnerID=40&md5=497d1f88811821b6be587bf01f112624","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85159961427"
"Hadjimichael A.; Yoon J.; Reed P.; Voisin N.; Xu W.","Hadjimichael, Antonia (57189333744); Yoon, Jim (56661561700); Reed, Patrick (7202010819); Voisin, Nathalie (6507150303); Xu, Wenwei (57192212965)","57189333744; 56661561700; 7202010819; 6507150303; 57192212965","Exploring the Consistency of Water Scarcity Inferences between Large-Scale Hydrologic and Node-Based Water System Model Representations of the Upper Colorado River Basin","2023","Journal of Water Resources Planning and Management","149","2","04022081","","","","0","10.1061/JWRMD5.WRENG-5522","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85143766390&doi=10.1061%2fJWRMD5.WRENG-5522&partnerID=40&md5=e800cfc7515cd16aa6359ed93406b78b","American Society of Civil Engineers (ASCE)","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85143766390"
